Text,Sentiment
AN get back down here!!! so silly.,Negative
Today's Watchlist for ONG Stocks: JASO; ZIOP; VHC; SNFCA; TS  #stocks #trading,Positive
AAP kumo - :)~ earjet no kumo twist  ,Negative
Oil & gas equipment and svs stocks continue to show S: FTI TTI OII,Positive
"SAVE flying high the last few weeks, time for lower altitudes More picks at   ",Negative
VS needs over 56....  ,Positive
BAC Just let digest the news with a pullback... after we should Slowly rally...,Positive
EDS ock on again. P 13.39%,Positive
"OWW through 5.70, possible move to 5.90-6",Positive
ASTX popping out of downtrend/mini wedge   ,Positive
FEIC is approaching new all-time highs,Positive
"THX posted the other day, may be getting ready   ",Positive
EVC user missyaubaby  I'm short from ytd and today.  ,Negative
M 5 min flag.   ,Positive
"I'm now out, but congrats to those who took this trade. Honestly not a hard decision to make. V   ",Positive
"I like F and I like INTC, but I just sold them both to triple my PGH in one of my retirement accounts.",Positive
"GPN nice intraday flag here, trying over 6.10",Positive
"HCA still a picture of perfect health, up six days straight, nice trend  ",Positive
"BYD already made a big move but flagging well here, may be worth a shot long over 8.16",Positive
What's larger: Cash on the sidelines waiting for pullback to buy stocks? or Cash on sidelines waiting for an AAP product line refresh?,Positive
SHD now trading under 200D Moving-Average    ,Negative
bought a little MT Domestic Drones are inevitable!,Positive
AIG show us something!!!   ,Negative
eally considering adding some of those water utility names. WT AWK MSEX YOW SJW AW CWT Might pick 3 or so. ike the divi's,Positive
"PO covering some here, possible pullback to 24ish",Negative
"NTS another one that looks very strong right now. Buy over 55.25, tgt 56 then 58. user  ",Positive
Added bear call spread in STJ at Apr20 43/45 level for potential 12% gain.,Negative
"DNDN grow wings you pig, 50 million shorts going to start covering soon enough",Positive
"XCO SD Staying patient here, not adding anything until market pulls back.  Will let my positions run if the market continues to take off",Positive
user DNDN has always been a name to buy when things look the ugliest,Positive
OAS market cap is in the sweet spot for a takeover bid,Positive
BAC Add some on the pullback if my 12.22 order is fill,Positive
OAS heading back to new 52 week highs,Positive
AAP broke trend,Negative
ooking for SPX ATH soon. That's my thought if I don't use my brain. Has worked like this most  times then why mess by using my brain AAP,Positive
OWE STOP in FMD to 5.26 20ma.,Negative
"NFX Almost time to short this puppy?  These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",Negative
It's rare for AMZN to not rally in a holiday shortened week. Think last Thanksgiving was an exception.,Positive
EDS Solid day agin for this one. I like jumpy stocks.,Positive
AAP going back to OD,Negative
CAT green to red soon.,Negative
"DNDN, nice 5 minute green volume bars, lows in",Positive
BA continuing it's run   ,Positive
an epic ms collapse would be ideal and appreciated this afternoon.,Negative
BAC Big Block on 2,Positive
GOOG still under ma10...just a few more days,Negative
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",Negative
 easy look at last 3 yrs annual income data:  ,Positive
NAN Spring loaded (ascending triangle)  SI strong here.  20.00 now key.  Others I like: AX DDD (MACD) VMW  ,Positive
Watch NKD here. Selling volume has been picking up and it's now below its 20 day moving average. Candle still needs to close.,Negative
"NFX 10days ago gave you 10 short then orange dot buy called for 10 up ,DONE ! easy as streaming  ",Positive
Smart traders taking your money! GPN,Negative
well no complaints at this point regarding the 185.72 bid in NFX :),Positive
"AMZN daily,I have added arrows to buy signals each day target still 263+ no doubt will get there.   ",Positive
"BYD triggered, 8.10 stop, 8.25 1st tgt",Positive
markets at the highs of the day. spy  ms still chopping around.  ridiculous.,Negative
KCG back in at 3.8 :) ,Positive
"BYD next tgt 8.35, not sure if it has the mojo, 815 stop",Positive
"BAC Big Boy, Buy Big Block under... on 2 ;-)",Positive
NFX uggh! the one put (May 2013) I had might get wiped out - to exit of double down?,Negative
"ANAC is toast, no volume, free fall from here.  Nice run while it lasted, time to close some gaps.",Negative
MSFT - A Spanish group sues Microsoft to the European nion,Negative
AAP I bought  431.79 on March 14th. The spx was  1563 that day and it's now  1563. I'm +6.88% and you guys are bearish? come on man!,Positive
"Those were pretty looking breakouts on MA and V.  I was skeptical last week, but I'm on board now. et's see where they land.",Positive
NVDA remains trapped between the 50SMA and the 200SMA. Slow sto trying to recover & cross over.  ,Positive
ANAC come on up to me so I can short you more,Negative
"AMZN - Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",Negative
"AMZN  Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",Negative
MA  MAJO BEAISH DIVEGENCE(NOW CONFIMED ON MACD-AS WE AS SI). DECEASING VOME.,Negative
8 Notable 52wk HIGHS By Desc % Price Delta [EOD20130326] KS CBI OII APC FT BEN AW YN  ,Positive
AMK a bear flag to keep an eye on for anyone interested in a short  ,Negative
"Shorting GM and TSA once again.  TSA At the high end short term over bought, channel continuation or right shoulder falling H&S...",Negative
V total animal #VISA AXP MA who needs cash? #deleverage deleveraging! XF  ,Positive
G same pattern as HIMX developed at 4.00 will start buying a position for the next move up - this one is not done by any means,Positive
AIG - on watch for tomorrow.   ,Positive
PFE break out.. Pay attention to rising wedge.  ,Negative
BID -puts were active yesterday going out to Jan  ,Negative
AAP 458 PM good start for the bear :),Negative
FAN worse and worse in premarket trading even if it's on low volume,Negative
MNK long above 3.50,Positive
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,Negative
MSFT - The news of the new Microsoft Windows Blue  ,Negative
GID like it over the high,Positive
AN is at least gonna sink to 7.60.,Negative
A close above 197 on NFX and it gets into the next orbit that can take it to around 225 eventually.,Positive
"if AAP runs up before earnings it will drop on disapointment or even a small miss, if we stay below 490 it will POP",Positive
"GEVO nice start on ok volume, looking for entry",Positive
"GID working, 46.50 1st tgt",Positive
Short CF and MMM,Negative
"OAS, perfect opportunity to the buy the dip on this name. NG higher",Positive
"BBY trying some short here, high of day stop",Negative
"GID reached my 1st tgt, 46.75 nxt",Positive
"OAS wants to climb, this dip is a gift",Positive
"CHTP nice bounce off 2, looking for followthrough here",Positive
"GID still acting well, 46.20 stop on rest",Positive
AAP below 557 has led to downside follow thru. i have 452 as my 1st support,Negative
"FIO barely red, this stock due for one of it's famous rips higher, keep an eye, I bought some yesterday",Positive
i'm amazed that ms is holding up in this tape.  thought for sure once it hit below 22 this morning it would tank.  wrong again.,Negative
DV time to move South. More picks at   ,Negative
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,Negative
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",Positive
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,Negative
"GOOG short, 804.20 stop on rest",Negative
SCHW - this 17.20 level is a 50% pullback from Feb. low - we added a pretty decent chunk here - looks scary - buy fear,Positive
"MNKD flagging nicely, like it over 3.39",Positive
GOOG tightening stop on rest - 803.2,Negative
"GEVO 1st tgt 2.30, 220 stop",Positive
"ES_F ule of thumb is that former momo names need 3 years to reset from top to the next bottom, former popped junk like NFX best short",Negative
AMK a nice short below 3.99  ,Negative
JCOM - new all-time highs after consolidating its earnings gap for a month or so  ,Positive
KS looks ugly to me. A close below 106 and its headed below 100.,Negative
"MNX  Bullish pattern, confirming: (break out mode) Also like here:  NAN SCA GDOT VMW PAY  ",Positive
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,Positive
"EPS 1st tgt 7.45-50 if it can bounce here, possible extension to 8 later",Positive
JCC long overnight 1.78 -1.80,Positive
"The pattern in DNDN reminds of HGSI, everyone threw in the towel & then they received a nice takeover bid with huge premium out of nowhere",Positive
"FIO, someone needs to dig up the Wizard of Woz & put him on CNBC again. He always gets the stock running. Bought stock yesterday",Positive
"EPS hit my 1st tgt, 7.65-70 next",Positive
SHOT AO  38.99,Negative
"C should pop of this level, stop under lows if wrong",Positive
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",Positive
"NG NG_F finally taking off here, KWK XCO SD all these stocks are lagging the move in Natural Gas here, think these have a 10% up move",Positive
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",Negative
BAC WFC in the hole finally.,Negative
AAP this thing going for 450,Negative
MCP new 52-week low here.  eminds me of coal stocks ACI AN CF WT BT JCC,Negative
"GOOG 801ish 1st tgt, 803.20 stop",Negative
GTAT - breakout entry above 3.03  ,Positive
HG is hovering near all-time highs  ,Positive
NFX weekly 190 puts in play,Negative
Darn it we missed BSFT short.,Negative
EPS made a quick 10 min trade 7.52-7.73.  looks like might of jumped out too early might pass 8.00,Positive
GS whoop that was it the 38.25 fib line.,Negative
GNW expecting this consolidation flag to resolve soon:  ,Positive
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF",Negative
M breakout gap held - 60 min. ong 1/2 position post EPS. Back in J calls w/ profit preEPS  ,Positive
CF trying to bounce here 191.50ish 1st tgt,Positive
CF taking some off here close to 19150,Positive
"AMZN long I have posted for days hits target today for nice 11+  gain, just sharing what it simple  ",Positive
"VTX ..working a flag just above downtrend line breakout, looks higher   ",Positive
AAP has made no attempt to fight this sell off,Negative
ONG CF here  18.30.,Positive
"CF still in a flag here, not sure how much mojo it has, but hoping for a move to 192 or so from here",Positive
"CF finally, looking for 141.80-90 next tgt",Positive
GEVO taking half off 2.29,Positive
"GS I think the odds on play is probably for higher prices, in due time.  ",Positive
On a technical basis NVDA is ready to break its 200SMA. Some technicals are turning up here.  ,Positive
BAC Thursday will Close Around 12.50 IMO (Opex),Positive
"HTZ great move to new highs out of that triangle, very strong  ",Positive
"PKG three back to back strong days, good volume too, very nice move  ",Positive
added to my AAP long,Positive
"TGT, searching for shorts, took a small put pos. for a quick trade, just to scratch that itch.  ",Negative
HOS Out of the triangle!  from  ,Positive
"AMK broke untested support line of flag (can be adj), but holding prior retracement low (no pstn)  ",Negative
HEK Cup and handle formation just dying to pop!,Positive
When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,Negative
user: When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,Negative
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ",Negative
otten aapl   spy,Negative
CO had this on the list for break of 7.00 and risk was too much so no buy man I missed a good one - low volume deterrent caused the miss,Positive
